"","title_original","author_lastname","author_firstname","pub_year","language_codes","series_first"
"10878","Undine","de la Motte Fouqué","Friedrich","2022","ger","nan"
"10879","Verbrechen","Schirach","Ferdinand","2022","ger","nan"
"10880","Wünschelrute","Eichendorff","Joseph","2022","ger","nan"
"10881","Wünschelrute","Eichendorff","Joseph","2022","ger","nan"
"10882","Wünschelrute","Eichendorff","Joseph","2022","ger","nan"
"10883","Wünschelrute","Eichendorff","Joseph","2022","ger","nan"
"10884","Wünschelrute","Eichendorff","Joseph","2022","ger","nan"
"10885","Bekenntnisse des Hochstaplers Felix Krull","Mann","Thomas","2022-","ger","nan"
"10886","Medea","Euripides","nan","2022-","ger","nan"
"10887","Wünschelrute","Eichendorff","Joseph","2022-","ger","nan"
"10888","Antigone","Anouilh","Jean","2023","|| ger","nan"
"10889","Aus dem Leben eines Taugenichts","Eichendorff","Joseph","2023","ger","nan"
"10890","Aus dem Leben eines Taugenichts","Eichendorff","Joseph","2023","ger","nan"
"10891","Das Erdbeben in Chili","Kleist","Heinrich","2023","ger","nan"
"10892","Der goldne Topf","Hoffmann","E.T.A.","2023","ger","nan"
"10893","Der Verbrecher aus verlorener Ehre","Schiller","Friedrich","2023","ger","nan"
"10894","Deutschland. Ein Wintermärchen","Heine","Heinrich","2023","ger","nan"
"10895","Die Judenbuche","Droste-Hülshoff","Annette","2023","ger","nan"
"10896","Die Jungfrau von Orleans","Schiller","Friedrich","2023","ger","nan"
"10897","Die Leiden des jungen Werthers","Goethe","Johann Wolfgang","2023","ger","nan"
"10898","Die Marquise von O.","Kleist","Heinrich","2023","ger","nan"
"10899","Effi Briest","Fontane","Theodor","2023","ger","nan"
"10900","Effi Briest","Fontane","Theodor","2023","ger","nan"
"10901","Effi Briest","Fontane","Theodor","2023","ger","nan"
"10902","Frau Jenny Treibel","Fontane","Theodor","2023","ger","nan"
"10903","Frau Jenny Treibel","Fontane","Theodor","2023","ger","nan"
"10904","Hamlet","Shakespeare","William","2023","ger","nan"
"10905","Iphigenie auf Tauris","Goethe","Johann Wolfgang","2023","ger","nan"
"10906","Iphigenie auf Tauris","Goethe","Johann Wolfgang","2023","|| ger","nan"
"10907","Iphigenie auf Tauris","Goethe","Johann Wolfgang","2023","ger","nan"
"10908","Iphigenie auf Tauris","Goethe","Johann Wolfgang","2023","ger","nan"
"10909","Irrungen, Wirrungen","Fontane","Theodor","2023","ger","nan"
"10910","Italienische Reise","Goethe","Johann Wolfgang","2023","ger","nan"
"10911","Kabale und Liebe","Schiller","Friedrich","2023","ger","nan"
"10912","Maria Stuart","Schiller","Friedrich","2023","ger","nan"
"10913","Mario und der Zauberer","Mann","Thomas","2023","ger","nan"
"10914","Nathan der Weise","Lessing","Gotthold Ephraim","2023","ger","nan"
"10915","Peter Schlemihls wundersame Geschichte","Chamisso","Adelbert","2023","ger","nan"
"10916","Peter Schlemihls wundersame Geschichte","Chamisso","Adelbert","2023","ger","nan"
"10917","Prinz Friedrich von Homburg","Kleist","Heinrich","2023","ger","nan"
"10918","Römische Elegien","Goethe","Johann Wolfgang","2023","ger","nan"
"10919","Undine","de la Motte Fouqué","Friedrich","2023","ger","nan"
"10920","Wünschelrute","Eichendorff","Joseph","2023","|| ger","nan"
"10921","Antigone","Anouilh","Jean","2024","ger","nan"
"10922","Die Leiden des jungen Werthers","Goethe","Johann Wolfgang","2024","ger","nan"
"10923","Italienische Reise","Goethe","Johann Wolfgang","2024","ger","nan"
"10924","Buddenbrooks","Mann","Thomas","2025","ger","nan"
"10925","Der Untertan","Mann","Heinrich","2025","ger","nan"
"10926","Im Westen Nichts Neues","Remarque","Erich Maria","2025","pol || ger","nan"
"10927","Nachtcafé","Benn","Gottfried","2025","ger","nan"
"10928","Räuberbande","Heinrich","Finn-Ole","2025","ger","nan"
"10929","Schachnovelle","Zweig","Stefan","2025","ger","nan"
"10930","Wünschelrute","Eichendorff","Joseph","1929","ger","nan"
"10931","Klein Zaches genannt Zinnober","Hoffmann","E.T.A.","Frühling 2017","ger","nan"
"10932","Der Sandmann","Hoffmann","E.T.A.","Sep 16","ger","nan"
"10933","Der Philister vor, in und nach der Geschichte","Brentano","Clemens","[1925]","ger","nan"
"10934","Woyzeck","Büchner","Georg","1955","ger","nan"
"10935","Italienische Reise","Goethe","Johann Wolfgang","1913","ger","nan"
"10936","Dantons Tod","Büchner","Georg","1948","ger","nan"
"10937","Bekenntnisse des Hochstaplers Felix Krull","Mann","Thomas","    ","nan","nan"
"10938","Italienische Reise","Goethe","Johann Wolfgang","    ","nan","nan"
"10939","Hamlet","Shakespeare","William","1929 || 1929","ger","nan"
"10940","Nathan der Weise","Lessing","Gotthold Ephraim","[1913]","ger","nan"
"10941","Hamlet","Shakespeare","William","[1930] || [1930]","ger","nan"
"10942","Italienische Reise","Goethe","Johann Wolfgang","[1932]","ger","nan"
"10943","Die Leiden des jungen Werthers","Goethe","Johann Wolfgang","[1968]","ger","nan"
"10944","Die Räuber","Schiller","Friedrich","[1968]","ger","nan"
"10945","Hamlet","Shakespeare","William","1913","ger","nan"
"10946","Hamlet","Shakespeare","William","1920","ger","nan"
"10947","Räuberbande","Heinrich","Finn-Ole","1920","ger","nan"
"10948","Woyzeck","Büchner","Georg","1920","ger","nan"
"10949","Räuberbande","Heinrich","Finn-Ole","1931","ger","nan"
"10950","Iphigenie auf Tauris","Goethe","Johann Wolfgang","1938","ger","nan"
"10951","Mathilde Möhring","Fontane","Theodor","1946","ger","nan"
"10952","Dantons Tod","Büchner","Georg","1948","ger","nan"
"10953","Räuberbande","Heinrich","Finn-Ole","1949","ger","nan"
"10954","Römische Elegien","Goethe","Johann Wolfgang","1971","ger","nan"
"10955","Ansichten eines Clowns","Böll","Heinrich","1990","ger","nan"
"10956","Die Leiden des jungen Werthers","Goethe","Johann Wolfgang","[1974]","ger","nan"
"10957","Italienische Reise","Goethe","Johann Wolfgang","1925","ger","nan"
"10958","Räuberbande","Heinrich","Finn-Ole","1926","ger","nan"
"10959","Hamlet","Shakespeare","William","1927 - 29 || 1927 - 29","ger","nan"
"10960","Nathan der Weise","Lessing","Gotthold Ephraim","1978","ger","nan"
"10961","Deutschland. Ein Wintermärchen","Heine","Heinrich","1958","ger","nan"
"10962","Römische Elegien","Goethe","Johann Wolfgang","1907","ger","nan"
"10963","Wünschelrute","Eichendorff","Joseph","1957","ger","nan"
"10964","Römische Elegien","Goethe","Johann Wolfgang","1905","ger","nan"
"10965","Römische Elegien","Goethe","Johann Wolfgang","1918","ger","nan"
"10966","Effi Briest","Fontane","Theodor","1941","ger","nan"
"10967","Nathan der Weise","Lessing","Gotthold Ephraim","1996","ger","nan"
"10968","Die Judenbuche","Droste-Hülshoff","Annette","1997","ger","nan"
"10969","Maria Stuart","Schiller","Friedrich","1997","ger","nan"
"10970","Aus dem Leben eines Taugenichts","Eichendorff","Joseph","1994","ger","nan"
"10971","Deutschland. Ein Wintermärchen","Heine","Heinrich","1983","ger","nan"
"10972","Deutschland. Ein Wintermärchen","Heine","Heinrich","1985","ger","nan"
"10973","An die Nachgeborenen","Brecht","Bertolt","1960 || 1960","ger","nan"
"10974","Nathan der Weise","Lessing","Gotthold Ephraim","    ","ger","nan"
"10975","Michael Kohlhaas","Kleist","Heinrich","[19]53","ger","nan"
"10976","Klein Zaches genannt Zinnober","Hoffmann","E.T.A.","[19]57","ger","nan"
"10977","Nathan der Weise","Lessing","Gotthold Ephraim","[1919]","ger","nan"
"10978","Frau Jenny Treibel","Fontane","Theodor","[1949]","ger","nan"
"10979","Effi Briest","Fontane","Theodor","[1950]","ger","nan"
"10980","Effi Briest","Fontane","Theodor","[1950]","ger","nan"
"10981","Frau Jenny Treibel","Fontane","Theodor","[1950]","ger","nan"
"10982","Michael Kohlhaas","Kleist","Heinrich","[1950]","|| ger","nan"
"10983","Effi Briest","Fontane","Theodor","[1952]","ger","nan"
"10984","Italienische Reise","Goethe","Johann Wolfgang","[1952]","|| ger","nan"
"10985","Deutschland. Ein Wintermärchen","Heine","Heinrich","[1953]","ger","nan"
"10986","Effi Briest","Fontane","Theodor","[1955]","ger","nan"
"10987","Deutschland. Ein Wintermärchen","Heine","Heinrich","[1956]","ger","nan"
"10988","Peter Schlemihls wundersame Geschichte","Chamisso","Adelbert","[1983]","ger","nan"
"10989","Peter Schlemihls wundersame Geschichte","Chamisso","Adelbert","[1988]","ger","nan"
"10990","Peter Schlemihls wundersame Geschichte","Chamisso","Adelbert","[1990]","ger","nan"
"10991","Iphigenie auf Tauris","Goethe","Johann Wolfgang","1938","ger","nan"
"10992","Michael Kohlhaas","Kleist","Heinrich","1939","ger","nan"
"10993","Deutschland. Ein Wintermärchen","Heine","Heinrich","1956","ger","nan"
"10994","Deutschland. Ein Wintermärchen","Heine","Heinrich","1963","ger","nan"
"10995","Die heilige Johanna der Schlachthöfe","Brecht","Bertolt","1968","ger","nan"
"10996","Deutschland. Ein Wintermärchen","Heine","Heinrich","1970","ger","nan"
"10997","Peter Schlemihls wundersame Geschichte","Chamisso","Adelbert","1974","ger","nan"
"10998","Abschied von den Eltern","Weiss","Peter","1980","ger","nan"
"10999","Peter Schlemihls wundersame Geschichte","Chamisso","Adelbert","1980","|| ger","nan"
"11000","Deutschland. Ein Wintermärchen","Heine","Heinrich","1982","ger","nan"
"11001","Deutschland. Ein Wintermärchen","Heine","Heinrich","1985","ger","nan"
"11002","Deutschland. Ein Wintermärchen","Heine","Heinrich","1989","ger","nan"
"11003","Nathan der Weise","Lessing","Gotthold Ephraim","2013","ger","nan"
"11004","Wünschelrute","Eichendorff","Joseph","1915","ger","nan"
"11005","Die Dreigroschenoper","Brecht","Bertolt","[1932]","ger","nan"
"11006","Wünschelrute","Eichendorff","Joseph","[1921/22]","ger","nan"
"11007","Wünschelrute","Eichendorff","Joseph","[1921/22]","ger","nan"
"11008","Die Räuber","Schiller","Friedrich","1905","ger","nan"
"11009","Die verlorene Ehre der Katharina Blum","Böll","Heinrich","1987","ger","nan"
"11010","Die Leiden des jungen Werthers","Goethe","Johann Wolfgang","    ","nan","nan"
"11011","Der Untertan","Mann","Heinrich","1918","ger","nan"
"11012","Professor Unrat","Mann","Heinrich","[1917]","ger","nan"
"11013","Räuberbande","Heinrich","Finn-Ole","1972","ger","nan"
"11014","Die Räuber","Schiller","Friedrich","1943","ger","nan"
"11015","Miss Sara Sampson","Lessing","Gotthold Ephraim","1943","ger","nan"
"11016","Mephisto","Mann","Klaus","2025 || 2025","|| ger","nan"
"11017","Im Westen Nichts Neues","Remarque","Erich Maria","1959","ger","nan"
"11018","Transit","Seghers","Anna","1970","ger","nan"
"11019","Wünschelrute","Eichendorff","Joseph","[1988]","ger","nan"
"11020","Tonio Kröger","Mann","Thomas","2009","srp || ger","nan"
"11021","Faust I","Goethe","Johann Wolfgang","[2019]","eng || ger","nan"
"11022","Tod in Venedig","Mann","Thomas","2003","cze || ger","nan"
"11023","Wünschelrute","Eichendorff","Joseph","1931-1935 || 1931-1935","ger","nan"
"11024","Der Zauberlehrling","Goethe","Johann Wolfgang","c 1994","ger","nan"
"11025","Die Jungfrau von Orleans","Schiller","Friedrich","2006","fre || ger","nan"
"11026","Aus dem Leben eines Taugenichts","Eichendorff","Joseph","[1957]","ger","nan"
"11027","Aus dem Leben eines Taugenichts","Eichendorff","Joseph","[um 1947] || [um 1947]","ger","nan"
"11028","Prinz Friedrich von Homburg","Kleist","Heinrich","[o.J.]","ger","nan"
"11029","Die letzten Tage der Menschheit","Kraus","Karl","2003","por || ger","nan"
"11030","Die verlorene Ehre der Katharina Blum","Böll","Heinrich","Abril de 2022","por || ger","nan"
"11031","Tod in Venedig","Mann","Thomas","    ","por || ger","nan"
"11032","Nathan der Weise","Lessing","Gotthold Ephraim","2016","por || ger","nan"
"11033","Lenz","Büchner","Georg","1986","ger","nan"
"11034","Im Westen Nichts Neues","Remarque","Erich Maria","[1929]","por || ger","nan"
"11035","Die Verwandlung","Kafka","Franz","[1964]","ger","nan"
"11036","Berlin Alexanderplatz","Döblin","Alfred","2010","por || ger","nan"
"11037","Das Schloss","Kafka","Franz","2006","ger","nan"
"11038","Gehen, ging, gegangen","Erpenbeck","Jenny","novembro de 2018","por || ger","nan"
"11039","Lenz","Büchner","Georg","2006","ger","nan"
"11040","Über das Marionettentheater","Kleist","Heinrich","2009","por || ger","nan"
"11041","Das Parfum","Süskind","Patrick","[1984]","ger","nan"
"11042","Die Verwandlung","Kafka","Franz","[2021]","fry || ger","nan"
"11043","Sprachgitter","Celan","Paul","2019-","slv || ger || ger","nan"
"11044","Tauben fliegen auf","Abonji","Melinda Nadj","[2012]","slv || ger","nan"
"11045","Der Untertan","Mann","Heinrich","1952","ger","nan"
"11046","Der Steppenwolf","Hesse","Hermann","1977","ger","nan"
"11047","Der Vorleser","Schlink","Bernhard","2020","slv || ger","nan"
"11048","Der Verlorene","Treichel","Hans-Ulrich","2020","slv || ger","nan"
"11049","Nathan der Weise","Lessing","Gotthold Ephraim","1981","ger","nan"
"11050","Die Blechtrommel","Grass","Günter","    ","nan","nan"
"11051","Buddenbrooks","Mann","Thomas","1957","ger","nan"
"11052","Die Blechtrommel","Grass","Günter","1999","slv || ger","nan"
"11053","Die Physiker","Dürrenmatt","Friedrich","2013","slv || ger","nan"
"11054","Die Physiker","Dürrenmatt","Friedrich","2007","slv || ger","nan"
"11055","Undine","de la Motte Fouqué","Friedrich","2012","swe || ger","nan"
"11056","Die Judenbuche","Droste-Hülshoff","Annette","[2019]","swe || ger","nan"
"11057","Der Verbrecher aus verlorener Ehre","Schiller","Friedrich","[2023]","swe || ger","nan"
"11058","Bahnwärter Thiel","Hauptmann","Gerhart","2021","swe || ger","nan"
"11059","Wünschelrute","Eichendorff","Joseph","2001","ger","nan"
"11060","Mein blaues Klavier","Lasker-Schüler","Else","1983","ger","nan"
"11061","Der Untertan","Mann","Heinrich","1946","eng","nan"
"11062","Der Untertan","Mann","Heinrich","1946","eng","nan"
"11063","Tonio Kröger","Mann","Thomas","1949","ger","nan"
"11064","Der Steppenwolf","Hesse","Hermann","2018","eng || ger","nan"
"11065","Peter Schlemihls wundersame Geschichte","Chamisso","Adelbert","1954","ger","nan"
"11066","Hamlet","Shakespeare","William","2009","eng","nan"
"11067","Hamlet","Shakespeare","William","2009","eng","nan"
"11068","Der Steppenwolf","Hesse","Hermann","1974","ger","nan"
"11069","Die Marquise von O.","Kleist","Heinrich","2021","eng || ger","nan"
"11070","Deutschland. Ein Wintermärchen","Heine","Heinrich","1986","ger","nan"
"11071","Die Verwandlung","Kafka","Franz","2009","eng || ger","nan"
"11072","Die Blechtrommel","Grass","Günter","2014","eng || ger","nan"
"11073","Der Verlorene","Treichel","Hans-Ulrich","1999","eng || ger","nan"
"11074","Verbrechen","Schirach","Ferdinand","2023","eng || ger","nan"
"11075","Agnes","Stamm","Peter","2000","eng || ger","nan"
"11076","Die Leiden des jungen Werthers","Goethe","Johann Wolfgang","1993","ger || eng","nan"
"11077","Die Räuber","Schiller","Friedrich","1993","|| eng","nan"
"11078","Der Vorleser","Schlink","Bernhard","2002","ger || eng","nan"
"11079","Abschied von den Eltern","Weiss","Peter","1966","ger","nan"
"11080","Aus dem Leben eines Taugenichts","Eichendorff","Joseph","1966","ger","nan"
"11081","Die Dreigroschenoper","Brecht","Bertolt","1987","ger","nan"
"11082","Die Physiker","Dürrenmatt","Friedrich","1973","ger","nan"
"11083","Römische Elegien","Goethe","Johann Wolfgang","1977","ger","nan"
"11084","Hiob","Roth","Joseph","1983 || 1983","ger","nan"
"11085","Verbrechen","Schirach","Ferdinand","2011","eng || ger","nan"
"11086","Das kunstseidene Mädchen","Keun","Irmgard","1933","eng","nan"
"11087","Das kunstseidene Mädchen","Keun","Irmgard","1933","eng","nan"
"11088","Das kunstseidene Mädchen","Keun","Irmgard","1933","eng","nan"
"11089","Das kunstseidene Mädchen","Keun","Irmgard","1933","eng","nan"
"11090","Italienische Reise","Goethe","Johann Wolfgang","1962","ger","nan"
"11091","Transit","Seghers","Anna","1945","eng","nan"
"11092","Transit","Seghers","Anna","1945","eng","nan"
"11093","Maria Stuart","Schiller","Friedrich","1959","ger","nan"
"11094","Die Marquise von O.","Kleist","Heinrich","1963","ger","nan"
"11095","Im Krebsgang","Grass","Günter","2003","eng || ger","nan"
"11096","Sommerhaus, später","Hermann","Judith","2001","eng || ger","nan"
"11097","Das Schloss","Kafka","Franz","2011","eng || ger","nan"
"11098","Der Verschollene","Kafka","Franz","2011","eng || ger","nan"
"11099","Im Westen Nichts Neues","Remarque","Erich Maria","2012","eng || ger","nan"
"11100","Im Westen Nichts Neues","Remarque","Erich Maria","1966","ger","nan"
"11101","Buddenbrooks","Mann","Thomas","1989","eng || ger","nan"
"11102","Nach Mitternacht","Keun","Irmgard","1985","ger","nan"
"11103","Das Parfum","Süskind","Patrick","1986","ger","nan"
"11104","Corpus Delicti","Zeh","Juli","2012","eng || ger","nan"
"11105","Tod in Venedig","Mann","Thomas","1969","ger","nan"
"11106","Katz und Maus","Grass","Günter","1981","ger","nan"
"11107","Herkunft","Stanisic","Sasa","2021","eng || ger","nan"
"11108","Masse-Mensch","Toller","Ernst","1934","eng","nan"
"11109","Masse-Mensch","Toller","Ernst","1934","eng","nan"
"11110","Kleiner Mann - was nun?","Fallada","Hans","1996","eng || ger","nan"
"11111","Nathan der Weise","Lessing","Gotthold Ephraim","1962 || 1962","ger","nan"
"11112","Die Dreigroschenoper","Brecht","Bertolt","1938","ger","nan"
"11113","Dantons Tod","Büchner","Georg","1982","ger","nan"
"11114","Leben des Galilei","Brecht","Bertolt","1986","ger","nan"
"11115","Homo faber","Frisch","Max","1959","ger","nan"
"11116","Ansichten eines Clowns","Böll","Heinrich","1990","eng || ger","nan"
"11117","Professor Unrat","Mann","Heinrich","[1945]","eng","nan"
"11118","Professor Unrat","Mann","Heinrich","[1945]","eng","nan"
"11119","Der Untertan","Mann","Heinrich","1947","eng || ger","nan"
"11120","Der Untertan","Mann","Heinrich","1947","eng || ger","nan"
"11121","Maria Stuart","Schiller","Friedrich","1996","eng || ger","nan"
"11122","Nathan der Weise","Lessing","Gotthold Ephraim","2003","eng || ger","nan"
"11123","Die Räuber","Schiller","Friedrich","1995","eng || ger","nan"
"11124","Das Parfum","Süskind","Patrick","1987","eng || ger","nan"
"11125","Der Vorleser","Schlink","Bernhard","1997","eng || ger","nan"
"11126","Unter der Drachenwand","Geiger","Arno","[2022]","eng || ger","nan"
"11127","Unter der Drachenwand","Geiger","Arno","[2023]","eng || ger","nan"
"11128","Jakob der Lügner","Becker","Jurek","1990","ger","nan"
"11129","Gehen, ging, gegangen","Erpenbeck","Jenny","[2017]","eng || ger","nan"
